gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,occyp_type,family_size,begin_month,credit,credit_card_count,before_EMPLOYED_year,Age,DAYS_BIRTH_month,EMPLOYED,begin_year,cluster
M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,11146,1413,Drivers,2.0,11.0,1.0,2,26,30,11.0,3,0.0,0
F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,18520,7268,Core staff,2.0,2.0,1.0,1,30,50,5.0,19,0.0,3
F,N,N,1,63000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,16817,4618,Cleaning staff,2.0,23.0,2.0,4,33,46,8.0,12,1.0,2
F,N,N,0,364500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,17204,1028,Sales staff,2.0,41.0,2.0,1,44,47,9.0,2,3.0,1
F,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,11446,924,Laborers,5.0,57.0,2.0,1,28,31,9.0,2,4.0,0
M,N,N,0,180000.0,Working,Lower secondary,Married,Office apartment,16235,4123,Managers,2.0,17.0,1.0,2,33,44,1.0,11,1.0,2
M,N,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,14279,2160,Drivers,2.0,32.0,2.0,1,33,39,7.0,5,2.0,2
F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,15496,2590,Core staff,3.0,2.0,1.0,2,35,42,0.0,7,0.0,2
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,23844,2147,Accountants,2.0,19.0,1.0,5,59,65,2.0,5,1.0,1
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,12051,2836,Core staff,2.0,49.0,1.0,1,25,33,5.0,7,4.0,0
M,N,Y,0,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,8494,1171,Laborers,2.0,1.0,1.0,1,20,23,7.0,3,0.0,0
M,N,Y,2,135000.0,Commercial associate,Higher education,Married,House / apartment,12932,583,Laborers,4.0,15.0,1.0,1,33,35,11.0,1,1.0,2
F,N,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,9663,468,Accountants,2.0,35.0,2.0,1,25,26,10.0,1,2.0,0
F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,18795,2486,Laborers,2.0,15.0,1.0,1,44,51,2.0,6,1.0,1
F,N,Y,0,130500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,14697,1767,Sales staff,2.0,49.0,2.0,1,35,40,9.0,4,4.0,2
F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,10720,128,Sales staff,4.0,7.0,2.0,2,29,29,9.0,0,0.0,0
M,N,N,0,146250.0,Working,Secondary / secondary special,Single / not married,Rented apartment,9225,522,Laborers,1.0,11.0,2.0,2,23,25,7.0,1,0.0,0
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,Municipal apartment,16312,3389,High skill tech staff,1.0,1.0,1.0,1,35,44,3.0,9,0.0,2
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11346,1831,Laborers,2.0,43.0,1.0,1,26,31,6.0,5,3.0,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,17287,4826,Cooking staff,1.0,36.0,2.0,2,34,47,0.0,13,3.0,3
F,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10492,1079,Core staff,3.0,15.0,2.0,2,25,28,1.0,2,1.0,0
F,N,Y,2,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14071,1098,Cooking staff,3.0,31.0,2.0,1,35,38,1.0,3,2.0,2
M,Y,N,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,14349,317,Laborers,1.0,58.0,1.0,2,38,39,10.0,0,4.0,2
M,Y,Y,1,168750.0,Commercial associate,Higher education,Married,House / apartment,17646,3323,Managers,3.0,5.0,2.0,1,39,48,0.0,9,0.0,1
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,14618,4979,Laborers,4.0,15.0,2.0,2,26,40,7.0,13,1.0,3
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12239,3505,Sales staff,2.0,8.0,1.0,1,23,33,11.0,9,0.0,0
F,Y,N,0,382500.0,Working,Higher education,Civil marriage,House / apartment,11153,1281,Accountants,2.0,60.0,2.0,1,27,30,11.0,3,5.0,0
F,N,N,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14002,5557,Laborers,3.0,14.0,2.0,2,23,38,10.0,15,1.0,3
M,Y,Y,2,697500.0,Commercial associate,Higher education,Separated,House / apartment,14184,5295,Sales staff,3.0,3.0,1.0,1,24,38,4.0,14,0.0,3
M,N,N,0,225000.0,State servant,Higher education,Single / not married,With parents,8523,431,Core staff,1.0,4.0,2.0,1,22,23,8.0,1,0.0,0
M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,14050,3680,Laborers,1.0,16.0,2.0,2,28,38,0.0,10,1.0,2
M,N,Y,0,315000.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,12051,2286,Core staff,1.0,16.0,2.0,1,26,33,5.0,6,1.0,0
F,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23077,9527,Laborers,2.0,15.0,2.0,1,37,63,1.0,26,1.0,3
F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,8534,1707,Laborers,1.0,15.0,2.0,1,18,23,8.0,4,1.0,0
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,17162,1921,Sales staff,2.0,28.0,1.0,1,41,47,8.0,5,2.0,1
M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9905,2493,Laborers,2.0,10.0,2.0,2,20,27,6.0,6,0.0,0
F,N,N,0,180000.0,Working,Higher education,Separated,House / apartment,14127,2058,Accountants,1.0,7.0,2.0,3,33,38,2.0,5,0.0,2
M,Y,N,1,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15987,592,Drivers,3.0,11.0,2.0,1,42,43,4.0,1,0.0,2
M,Y,Y,1,450000.0,Working,Higher education,Married,House / apartment,10454,1496,Managers,3.0,35.0,1.0,3,24,28,0.0,4,2.0,0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10562,3109,Accountants,2.0,26.0,2.0,1,20,28,4.0,8,2.0,0
F,N,Y,1,144000.0,Working,Higher education,Single / not married,House / apartment,8247,1289,Laborers,2.0,12.0,2.0,1,19,22,10.0,3,1.0,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18620,1904,Managers,2.0,35.0,2.0,1,45,51,8.0,5,2.0,1
F,Y,N,2,180000.0,Working,Higher education,Married,House / apartment,15130,5422,Accountants,4.0,46.0,2.0,2,26,41,0.0,14,3.0,3
M,Y,N,2,213750.0,State servant,Higher education,Married,House / apartment,12569,3748,Core staff,4.0,47.0,1.0,2,24,34,10.0,10,3.0,0
F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14723,1224,Core staff,4.0,36.0,2.0,1,36,40,10.0,3,3.0,2
F,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,14943,1650,Core staff,2.0,46.0,2.0,1,36,40,6.0,4,3.0,2
F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,15039,1456,Core staff,3.0,23.0,1.0,1,37,41,9.0,3,1.0,2
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,20185,2589,Security staff,2.0,14.0,1.0,2,48,55,0.0,7,1.0,1
F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,17016,1347,Core staff,1.0,11.0,1.0,2,42,46,3.0,3,0.0,1
F,N,Y,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20023,1894,Managers,2.0,16.0,2.0,2,49,54,7.0,5,1.0,1
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,17637,5276,Managers,2.0,4.0,1.0,1,33,48,11.0,14,0.0,3
M,Y,Y,0,116653.5,Commercial associate,Secondary / secondary special,Married,House / apartment,9270,1661,Laborers,2.0,15.0,2.0,2,20,25,9.0,4,1.0,0
F,Y,N,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10129,1108,Medicine staff,1.0,15.0,2.0,2,24,27,1.0,3,1.0,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,14507,1283,Laborers,1.0,36.0,2.0,1,36,39,3.0,3,3.0,2
M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10134,1619,Laborers,4.0,29.0,2.0,3,23,27,1.0,4,2.0,0
M,Y,N,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16479,4082,Laborers,4.0,55.0,2.0,1,33,45,9.0,11,4.0,2
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,16959,3630,Medicine staff,3.0,11.0,1.0,1,36,46,1.0,9,0.0,2
F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,11248,1266,Sales staff,4.0,10.0,2.0,1,27,30,2.0,3,0.0,0
F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,11194,847,Core staff,1.0,38.0,1.0,1,28,30,1.0,2,3.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,With parents,15563,3184,Drivers,1.0,20.0,2.0,2,33,42,2.0,8,1.0,2
F,N,Y,0,94500.0,Working,Higher education,Single / not married,House / apartment,13460,2543,Accountants,1.0,15.0,1.0,1,29,36,4.0,6,1.0,2
F,N,N,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,11509,3506,Laborers,2.0,60.0,2.0,1,21,31,11.0,9,5.0,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,12237,2298,Sales staff,2.0,2.0,1.0,1,27,33,11.0,6,0.0,0
F,N,N,2,225000.0,Working,Higher education,Married,House / apartment,11281,1744,Core staff,4.0,39.0,2.0,1,26,30,4.0,4,3.0,0
F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,18927,2978,High skill tech staff,2.0,33.0,2.0,2,43,51,6.0,8,2.0,1
M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,20315,5454,Laborers,3.0,11.0,1.0,1,40,55,5.0,14,0.0,1
M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,11172,3504,Laborers,2.0,56.0,2.0,3,21,30,0.0,9,4.0,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,10579,662,Laborers,1.0,3.0,1.0,1,27,28,4.0,1,0.0,0
M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,11797,3017,Laborers,1.0,20.0,2.0,1,24,32,9.0,8,1.0,0
M,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,8461,1593,Drivers,2.0,15.0,2.0,1,18,23,6.0,4,1.0,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,12176,5316,High skill tech staff,4.0,26.0,2.0,1,18,33,9.0,14,2.0,0
F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,17556,1921,Sales staff,2.0,20.0,2.0,1,42,48,9.0,5,1.0,1
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,13764,3996,Core staff,2.0,12.0,2.0,2,26,37,2.0,10,1.0,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,17835,1266,Laborers,1.0,51.0,2.0,1,45,48,6.0,3,4.0,1
F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,12490,1191,Core staff,2.0,2.0,1.0,2,30,34,8.0,3,0.0,0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,13443,2520,Managers,1.0,37.0,1.0,2,29,36,4.0,6,3.0,2
F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,12406,1497,Managers,2.0,52.0,2.0,2,29,33,5.0,4,4.0,0
F,Y,Y,2,90000.0,Working,Higher education,Married,House / apartment,13156,4234,Accountants,4.0,8.0,2.0,1,24,36,6.0,11,0.0,0
F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,12774,517,High skill tech staff,3.0,11.0,1.0,1,33,34,5.0,1,0.0,2
F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,10153,483,Managers,1.0,27.0,2.0,1,26,27,2.0,1,2.0,0
M,N,Y,1,180000.0,Working,Secondary / secondary special,Separated,House / apartment,16464,907,Drivers,2.0,23.0,2.0,1,42,45,8.0,2,1.0,1
F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,16135,5208,Managers,2.0,25.0,1.0,1,29,44,9.0,14,2.0,3
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,11050,921,Cleaning staff,3.0,13.0,2.0,1,27,30,8.0,2,1.0,0
F,N,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,13337,2593,Laborers,2.0,38.0,2.0,1,29,36,0.0,7,3.0,2
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,18147,642,Sales staff,1.0,56.0,2.0,4,47,49,4.0,1,4.0,1
F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,19566,5453,Medicine staff,2.0,17.0,2.0,1,38,53,4.0,14,1.0,1
F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,12845,2296,Accountants,2.0,50.0,1.0,1,28,35,8.0,6,4.0,0
M,Y,N,1,180000.0,State servant,Incomplete higher,Married,With parents,10591,1195,Drivers,3.0,29.0,2.0,1,25,29,5.0,3,2.0,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,19990,10490,Accountants,3.0,42.0,1.0,2,26,54,6.0,28,3.0,3
F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14450,2777,Laborers,2.0,17.0,2.0,2,31,39,1.0,7,1.0,2
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,15068,2067,Sales staff,3.0,4.0,2.0,2,35,41,10.0,5,0.0,2
M,Y,Y,3,315000.0,Working,Secondary / secondary special,Married,House / apartment,15391,5787,Managers,5.0,49.0,1.0,1,26,42,9.0,15,4.0,3
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18902,219,Laborers,2.0,54.0,2.0,1,51,51,6.0,0,4.0,1
M,Y,N,2,315000.0,Working,Higher education,Married,With parents,10395,734,Sales staff,4.0,29.0,1.0,1,26,28,10.0,2,2.0,0
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,20630,219,Drivers,2.0,40.0,1.0,1,55,56,3.0,0,3.0,1
F,Y,Y,1,63000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13669,1261,Sales staff,3.0,24.0,1.0,2,33,37,11.0,3,2.0,2
F,Y,Y,0,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,14092,3780,Drivers,2.0,51.0,1.0,2,28,38,1.0,10,4.0,2
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17147,3822,Sales staff,2.0,7.0,2.0,2,36,46,7.0,10,0.0,2
M,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,19796,1200,High skill tech staff,2.0,30.0,1.0,3,50,54,11.0,3,2.0,1
F,N,N,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,14968,118,Laborers,3.0,10.0,1.0,2,40,41,6.0,0,0.0,2
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,18679,1797,Drivers,2.0,10.0,2.0,1,46,51,10.0,4,0.0,1
F,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,14420,2593,Private service staff,2.0,26.0,2.0,1,32,39,0.0,7,2.0,2
F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,8041,1419,Sales staff,3.0,23.0,2.0,2,18,22,4.0,3,1.0,0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,8861,889,Drivers,1.0,24.0,2.0,1,21,24,7.0,2,2.0,0
F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12855,772,Sales staff,5.0,12.0,1.0,4,33,35,8.0,2,1.0,2
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,16817,1557,Laborers,3.0,46.0,2.0,2,41,46,8.0,4,3.0,1
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,9927,828,Drivers,2.0,22.0,2.0,1,24,27,6.0,2,1.0,0
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,20284,557,Security staff,2.0,27.0,2.0,1,54,55,4.0,1,2.0,1
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,15901,130,Security staff,2.0,13.0,1.0,1,43,43,2.0,0,1.0,2
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15527,1744,Sales staff,2.0,19.0,2.0,1,37,42,1.0,4,1.0,2
F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,11416,2992,Laborers,2.0,25.0,1.0,1,23,31,8.0,8,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14953,1812,Sales staff,2.0,32.0,2.0,2,36,40,6.0,4,2.0,2
F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16974,862,Cooking staff,2.0,44.0,2.0,1,44,46,1.0,2,3.0,1
F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,17635,5642,Managers,2.0,5.0,2.0,1,32,48,11.0,15,0.0,3
F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,16242,1540,Core staff,2.0,14.0,2.0,1,40,44,1.0,4,1.0,2
M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,12123,551,Laborers,4.0,17.0,2.0,1,31,33,8.0,1,1.0,0
F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,11210,1724,Accountants,2.0,60.0,2.0,1,25,30,1.0,4,5.0,0
F,N,N,0,360000.0,Working,Higher education,Married,House / apartment,17095,6275,Core staff,2.0,14.0,2.0,2,29,46,5.0,17,1.0,3
F,N,Y,0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,15800,5939,Sales staff,1.0,53.0,1.0,2,27,43,10.0,16,4.0,3
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,11768,1324,Laborers,3.0,13.0,2.0,1,28,32,8.0,3,1.0,0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,20577,13010,Core staff,1.0,54.0,2.0,2,20,56,1.0,35,4.0,3
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,11729,652,Laborers,3.0,4.0,1.0,2,30,32,6.0,1,0.0,0
F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,12723,1132,Sales staff,3.0,1.0,1.0,1,31,34,4.0,3,0.0,2
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,Rented apartment,15428,1723,Accountants,3.0,55.0,1.0,1,37,42,10.0,4,4.0,2
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,15688,731,Drivers,2.0,2.0,1.0,2,40,42,6.0,2,0.0,2
M,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,12993,249,Core staff,2.0,8.0,2.0,1,34,35,1.0,0,0.0,2
M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,9042,1000,Laborers,4.0,8.0,1.0,1,22,24,1.0,2,0.0,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,20463,185,Security staff,2.0,29.0,2.0,2,55,56,10.0,0,2.0,1
M,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,15156,1696,Core staff,3.0,13.0,2.0,3,36,41,1.0,4,1.0,2
F,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,19433,3892,Sales staff,2.0,25.0,1.0,2,42,53,11.0,10,2.0,1
M,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,20788,5300,Managers,1.0,23.0,2.0,1,42,56,8.0,14,1.0,1
F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,8717,1857,Core staff,4.0,12.0,2.0,1,18,23,2.0,5,1.0,0
M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,18217,216,Security staff,2.0,25.0,2.0,2,49,49,7.0,0,2.0,1
F,N,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,18551,1226,Cleaning staff,2.0,18.0,2.0,1,47,50,6.0,3,1.0,1
F,N,Y,0,292500.0,State servant,Higher education,Married,House / apartment,18309,11332,Managers,2.0,30.0,2.0,1,19,50,10.0,31,2.0,3
F,N,Y,1,157500.0,Working,Higher education,Married,House / apartment,11012,948,Sales staff,3.0,13.0,1.0,1,27,30,7.0,2,1.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,14046,1306,Sales staff,2.0,33.0,2.0,2,34,38,0.0,3,2.0,2
M,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,14452,1722,Laborers,3.0,47.0,2.0,2,34,39,1.0,4,3.0,2
F,N,Y,1,148500.0,Working,Secondary / secondary special,Separated,With parents,10244,1432,Sales staff,2.0,22.0,2.0,1,24,28,5.0,3,1.0,0
F,Y,N,0,675000.0,Working,Secondary / secondary special,Married,House / apartment,16678,7192,Managers,2.0,42.0,2.0,1,25,45,3.0,19,3.0,3
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,11270,870,Laborers,2.0,24.0,2.0,1,28,30,3.0,2,2.0,0
F,N,N,0,225000.0,Working,Higher education,Married,House / apartment,11969,949,Accountants,2.0,4.0,1.0,1,30,32,2.0,2,0.0,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,18253,1595,Laborers,2.0,12.0,2.0,1,45,50,8.0,4,1.0,1
M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,13537,2329,Laborers,3.0,35.0,2.0,2,30,37,7.0,6,2.0,2
M,Y,Y,0,279000.0,Working,Secondary / secondary special,Separated,House / apartment,18341,686,Drivers,1.0,11.0,2.0,2,48,50,11.0,1,0.0,1
F,N,Y,0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,15675,2198,Secretaries,1.0,45.0,2.0,2,36,42,6.0,6,3.0,2
F,N,Y,1,157500.0,Working,Lower secondary,Widow,House / apartment,13361,3258,Cooking staff,2.0,9.0,2.0,1,27,36,1.0,8,0.0,0
M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,15853,298,Laborers,1.0,2.0,1.0,2,42,43,0.0,0,0.0,2
